,biomass_MW,coal_MW,gas_MW,geothermal_MW,hydro_MW,oil_MW,other_MW,other_renewable_MW,solar_MW,waste_MW,wind_MW,carbon_intensity_gCO2_kWh,target_1h,target_2h,target_3h,target_4h,target_5h,target_6h,target_7h,target_8h,target_9h,target_10h,target_11h,target_12h,target_13h,target_14h,target_15h,target_16h,target_17h,target_18h,target_19h,target_20h,target_21h,target_22h,target_23h,target_24h,hour,day_of_week,month,hour_sin,hour_cos,week_sin,week_cos,month_sin,month_cos,is_weekend,lag_0h,lag_1h,lag_24h,lag_168h,rolling_mean_24h,rolling_std_24h
2026-09-23 12:00:00+00:00,3533.70519,8019.4567525,2634.056355,19.00702,145.041675,313.063,157.1753,71.451,47274.1885,769.61925,4149.1536,186.79555284224335,232.95757617230265,305.5436816062268,373.8078746146732,446.0403072224983,459.2443316148484,442.4459912398759,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,12,2,9,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,186.79555284224335,180.00596725472812,262.10045361395737,264.948953746649,476.8006312666261,169.98493426054117
2026-09-23 13:00:00+00:00,3571.463715,10775.012045,2907.5639975,19.00702,244.784075,312.9913325,160.13505,71.451,39719.0135,775.532375,5119.2219125,232.95757617230265,305.5436816062268,373.8078746146732,446.0403072224983,459.2443316148484,442.4459912398759,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,13,2,9,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,232.95757617230265,186.79555284224335,285.1001422116845,290.10468170123545,473.6629270678047,174.7486002758389
2026-09-23 14:00:00+00:00,3717.524765,13559.2167175,4856.79064,19.00702,549.66635,313.226335,187.7448,71.451,28180.563,781.538,6174.470425,305.5436816062268,373.8078746146732,446.0403072224983,459.2443316148484,442.4459912398759,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,14,2,9,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,305.5436816062268,232.95757617230265,344.8450220912044,328.35051121605375,471.4903201494971,177.49740263619645
2026-09-23 15:00:00+00:00,3942.298215,14548.444785,7512.16285,19.00702,2719.04445,315.6994975,208.1928,71.451,14649.83775,791.43045,7575.2599375,373.8078746146732,446.0403072224983,459.2443316148484,442.4459912398759,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,15,2,9,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,373.8078746146732,305.5436816062268,440.0626265244843,386.625702541986,469.8527642959564,178.89241846805982
2026-09-23 16:00:00+00:00,4131.73599,15107.96936,9399.2570975,19.00702,5413.19385,424.9492075,217.37105,71.451,3838.08925,792.649725,7017.52673,446.0403072224983,459.2443316148484,442.4459912398759,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,16,2,9,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,446.0403072224983,373.8078746146732,524.0060565936096,429.3606331615181,467.09214963304765,179.88060104569843
2026-09-23 17:00:00+00:00,4181.748915,15165.035075,10078.7327475,19.00702,5904.75555,572.8712675,243.8713,71.451,73.523,795.92895,8859.2963575,459.2443316148484,442.4459912398759,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,17,2,9,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,459.2443316148484,446.0403072224983,556.8740099531733,448.5091633328059,463.8435767425846,179.51170658114063
2026-09-23 18:00:00+00:00,4139.13594,15838.6927425,10293.2907525,19.00702,3627.9173,414.3237925,268.57755,71.451,0.301,789.30125,13533.331765,442.4459912398759,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,18,2,9,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,442.4459912398759,459.2443316148484,559.9518706500934,451.2270590772984,459.77567347848776,178.4147290977695
2026-09-23 19:00:00+00:00,4039.14544,15439.18092,10012.7338,19.00702,956.349025,313.128,242.85255,71.451,0.224,796.08085,15506.93954,443.56806695403645,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,19,2,9,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,443.56806695403645,442.4459912398759,579.7900470479261,459.5439727498787,454.87959516972865,177.15400905734856
2026-09-23 20:00:00+00:00,4058.60829,14938.0177475,9021.113647499998,19.00702,932.668075,313.0930025,221.5013,71.451,0.16375,800.21095,17459.65149,420.3052627079364,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,20,2,9,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,420.3052627079364,443.56806695403645,610.6356656619071,463.78456251577137,449.20367933248326,175.14883515171482
2026-09-23 21:00:00+00:00,3864.47729,14189.629475,7976.659355,19.00702,238.830075,313.091335,194.0098,71.451,0.1275,798.240575,19747.96837,397.9626030658601,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,21,2,9,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,397.9626030658601,420.3052627079364,636.1816239183387,451.5585682262487,441.2732458760679,171.79855014608682
2026-09-23 22:00:00+00:00,3806.50729,13320.890355,7299.5050825,19.00702,94.3399,297.043335,165.86805,71.451,0.098,814.708525,22810.03404,364.6767422337862,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,22,2,9,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,364.6767422337862,397.9626030658601,648.5855610609977,440.5356226793226,431.34745334054793,166.8585818190663
2026-09-23 23:00:00+00:00,3822.911715,13133.47187,6924.8772925,19.00702,89.2955,296.85,159.39955,71.451,0.087,814.604,24497.841905,349.7125389568132,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,23,2,9,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,349.7125389568132,364.6767422337862,654.9393841228054,436.0297203481937,419.5179192227474,160.73948200470898
2026-09-24 00:00:00+00:00,3793.997515,14001.3724375,6651.235677500001,19.00702,56.791725,297.0016675,159.41129999999998,71.451,0.07175,810.504675,25188.7228275,353.9646691768908,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,596.4661755575231,0,3,9,0.0,1.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,353.9646691768908,349.7125389568132,656.6386918751377,424.78516491933794,406.8001340074977,153.2010444180404
2026-09-24 01:00:00+00:00,3810.286415,13998.66189,6605.9789225,19.00702,69.073875,296.781665,159.4133,71.451,0.06425,803.5737750000001,26932.1867425,342.29923517136496,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,596.4661755575231,586.0531620842577,1,3,9,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,342.29923517136496,353.9646691768908,653.5061527070069,419.3818950762447,394.18871639507074,143.91694662482706
2026-09-24 02:00:00+00:00,3829.14019,13877.939785,6484.8731625,19.00702,105.95255,296.85,159.3933,71.451,0.063,809.1078749999999,27986.3272775,333.99969709040545,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,596.4661755575231,586.0531620842577,587.1823922231549,2,3,9,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,333.99969709040545,342.29923517136496,650.0805141388547,415.7843604533433,381.22176149775237,133.15397960004287
2026-09-24 03:00:00+00:00,3904.81439,14175.187915,6604.710215,19.00702,107.42805,296.7833325,159.5888,71.451,0.059,803.59525,27621.1335275,339.4577398567197,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,596.4661755575231,586.0531620842577,587.1823922231549,581.7886531637635,3,3,9,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,339.4577398567197,333.99969709040545,638.3007644375507,417.8129003358003,368.051727454067,120.42888789125033
2026-09-24 04:00:00+00:00,4092.10969,14042.708375,7232.7580825,19.00702,348.16572499999995,296.9816675,159.7308,71.451,0.2085,729.093725,29513.6220375,326.37160072689085,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,596.4661755575231,586.0531620842577,587.1823922231549,581.7886531637635,529.055062115977,4,3,9,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,326.37160072689085,339.4577398567197,585.5816913713276,404.61687013946965,355.599934763199,105.83696129212372
2026-09-24 05:00:00+00:00,4245.002765,14106.2351925,7244.239785,19.00702,1887.94935,322.7276575,160.1173,71.451,704.9975,723.1869,29414.4949625,316.1991927226527,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,596.4661755575231,586.0531620842577,587.1823922231549,581.7886531637635,529.055062115977,475.4565073375118,5,3,9,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,316.1991927226527,326.37160072689085,519.0829900604463,374.2570015408268,344.79951431968084,93.90021156004241
2026-09-24 06:00:00+00:00,4267.00604,13756.8367,7192.3244825,19.00702,2053.73575,439.8365075,173.69855,71.451,5511.366,727.997025,28845.065135,295.1627187425062,268.17874305309044,237.5415947005989,215.2860811277592,193.01391969810388,194.58089762748324,210.1787521550406,218.44045218368973,255.621570672591,326.22049918775417,398.9402545344666,442.9257951184456,465.2911361248527,499.9548205022603,551.358749914423,576.8592766336501,595.029207222422,594.6413082486032,596.4661755575231,586.0531620842577,587.1823922231549,581.7886531637635,529.055062115977,475.4565073375118,414.70069924916527,6,3,9,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,295.1627187425062,316.1991927226527,435.5075929660765,317.3348803729776,336.3460227639394,86.3574260609475
